IATA,Name
YOH,Oxford House
YOJ,Footner Lake
YOK,Yokohama
YOL,Yola
YOO,Oshawa
YOP,Rainbow Lake
YOS,Billy Bishop Regional
YOT,Yotvata
YOW,Ottawa Macdonald-Cartier International
YOY,Valcartier
YPA,Glass Field
YPB,Port Alberni
YPC,Paulatuk
YPD,Parry Sound
YPE,Peace River
YPF,Esquimalt
YPG,Portage La Prairie
YPH,Inukjuak
YPI,Port Simpson
YPJ,Aupaluk
YPL,Pickle Lake
YPM,Pikangikum
YPN,Port Menier
YPO,Peawanuck
YPP,Pine Point
YPQ,Peterborough
YPR,Digby Island
YPS,Port Hawkesbury
YPT,Pender Harbor
YPW,Powell River
YPX,Puvirnituq
YPY,Fort Chipewyan
YPZ,Burns Lake
YQA,Muskoka
YQB,Québec
YQC,Quaqtaq
YQD,The Pas
YQE,Kimberley
YQF,Red Deer
YQG,Windsor
YQH,Watson Lake
YQI,Yarmouth
YQK,Kenora
YQL,Lethbridge
YQN,Nakina
YQQ,Comox
YQR,Regina
YQS,Pembroke Area Mncpl
YQT,Thunder Bay
YQU,Grande Prairie
YQV,Yorkton
YQW,North Battleford
YQX,Gander International
YQY,Sydney
YQZ,Quesnel
YRA,Rae Lakes
YRB,Resolute
YRD,Dean River
YRE,Resolution Island
YRF,Cartwright
YRG,Rigolet
YRI,Riviere Du Loup
YRJ,Roberval
YRL,Red Lake
YRM,Rocky Mountain House
YRN,Rivers Inlet
YRO,Rockcliffe St
YRQ,Trois-Rivieres
YRR,Stuart Island
YRS,Red Sucker Lake
YRT,Nuuk
YRV,Revelstoke
YSA,Sable Island
YSB,Sudbury
YSC,Sherbrooke
YSD,Suffield
YSE,Squamish
YSF,Stony Rapids
YSG,Lutselke
YSH,Smith Falls
YSI,Sans Souci
YSJ,Saint John
YSK,Sanikiluaq
YSL,St Leonard
YSM,Fort Smith
YSN,Salmon Arm
YSO,Postville
YSP,Marathon
YSQ,Spring Island
YSR,Nanisivik
YSS,Slate Island
YST,Ste Therese Point
YSU,Summerside
YSV,Saglek
YSX,Shearwater
YSY,Sachs Harbour
YSZ,Squirrel Cove
YTA,Pembroke And Area Apt
YTB,Hartley Bay
YTC,Sturdee
YTD,Thicket Portage
YTE,Cape Dorset
YTF,Alma
YTG,Sullivan Bay
YTH,Thompson
YTI,Triple Island
YTJ,Terrace Bay
YTK,Tulugak
YTL,Big Trout
YTM,La Macaza
YTN,Riviere Au Tonnerre
YTO,Metropolitan Area
YTP,Seaplane Base
YTQ,Tasiujuaq
YTR,Trenton
YTS,Timmins
YTT,Tisdale
YTU,Tasu
YTX,Telegraph Creek
YTZ,Toronto City Centre Airport
YUA,Yuanmou
YUB,Tuktoyaktuk
YUD,Umiujaq
YUE,Yuendumu
YUL,Montreal-pierre Elliott Trudeau International Airport
YUM,International
YUT,Repulse Bay
YUX,Hall Beach
YUY,Rouyn-Noranda
YVA,Iconi
YVB,Bonaventure
YVC,La Ronge
YVD,Yeva
YVE,Vernon Regional Airport
YVG,Vermilion
YVM,Qikiqtarjuaq
YVP,Kuujjuaq
YVQ,Norman Wells
YVR,Vancouver Intl
YVT,Buffalo Narrows
YVV,Wiarton/Keppel Airport
YVZ,Deer Lake
YWA,Petawawa
YWB,Kangiqsujuaq
YWF,Dwtown Waterfront H/P
YWG,Winnipeg
YWH,Victoria Inner Harbor
YWJ,Deline
YWK,Wabush
YWL,Williams Lake
YWM,Williams Harbour
YWN,Winisk
YWO,Lupin
YWP,Webequie
YWQ,Chute-Des-Passes
YWR,White River
YWS,Whistler
YWY,Wrigley
YXC,Cranbrook
YXD,Edmonton City Center Airport
YXE,J.G. Diefenbaker International Airport
YXF,Snake River
YXH,Medicine Hat
YXI,Killaloe
YXJ,Fort St John
YXK,Rimouski
YXL,Sioux Lookout
YXN,Whale Cove
YXP,Pangnirtung
YXQ,Beaver Creek
YXR,Earlton
YXS,Prince George
YXT,Terrace
YXX,Abbotsford
YXY,Whitehorse International
YXZ,Wawa Airport
YYA,Big Bay Yacht Club
YYB,North Bay
YYC,Calgary International Airport
YYD,Smithers
YYE,Fort Nelson
YYF,Penticton
YYG,Charlottetown
YYH,Taloyoak
YYI,Rivers
YYJ,Victoria International
YYL,Lynn Lake
YYM,Cowley
YYN,Swift Current
YYR,Goose Bay
YYU,Kapuskasing
YYW,Armstrong
YYY,Mont Joli
YYZ,Lester B. Pearson International
YZA,Ashcroft
YZC,Beatton River
YZE,Gore Bay
YZF,Yellowknife
YZG,Salluit
YZH,Slave Lake
YZM,Buchans
YZP,Sandspit
YZR,Sarnia
YZS,Coral Harbour
YZT,Port Hardy
YZU,Whitecourt
YZV,Sept-Iles
YZW,Teslin
YZX,Greenwood
ZAA,Alice Arm
ZAC,York Landing
ZAD,Zadar
ZAG,Pleso
ZAH,Zahedan
ZAJ,Zaranj
ZAL,Pichoy
ZAM,Zamboanga International
ZAO,Laberandie
ZAR,Zaria
ZAS,Shunde Ferry
ZAT,Zhaotong
ZAX,Pan Yu Ferry
ZAZ,Zaragoza
ZBD,Jiang Men Ferry
ZBE,Dolni Benesov
ZBF,Bathurst
ZBK,Zabljak
ZBL,Biloela
ZBM,Bromont
ZBO,Bowen
ZBP,Baltimore Rail
ZBR,Chah-Bahar
ZBU,Aarhus Limo
ZBV,Beaver Creek Van Svce.
ZBY,Sayaboury
ZBZ,Xin Hui Ferry
ZCA,Tai Shan
ZCL,La Calera
ZCO,Maquehue
ZCP,Foshan Ferry
ZCU,She Kou Ferry
ZDU,ScotRail
ZEC,Secunda
ZEF,Nanhai Ferry
ZEG,Senggo
ZEL,Bella Bella
ZEM,East Main
ZEN,Zenag
ZER,Zero
ZFA,Faro
ZFB,Old Fort Bay
ZFD,Fond Du Lac
ZFJ,Rennes
ZFL,South Trout Lake
ZFM,Fort Mcpherson
ZFN,Tulita
ZFQ,Gare de Bordeaux
ZFU,Aruja
ZFW,Fairview
ZFZ,Buffalo Depew Rr
ZGC,Zhongchuan
ZGD,New London Rail
ZGF,Grand Forks
ZGG,ScotRail
ZGI,Gods River
ZGL,South Galway
ZGM,Ngoma
ZGN,Zhongshan Ferry Port
ZGR,Little Grand Rapids
ZGS,Gethsemani
ZGU,Gaua
ZGY,Kuching Port
ZGZ,GermanRail Pass
ZHA,Zhanjiang
ZHC,N Philadelphia Rail St
ZHM,Shamshernagar
ZHP,High Prairie
ZIC,Victoria
ZIE,Harbour (Eolie Island)
ZIG,Ziguinchor
ZIH,Internacional
ZIP,Harbour (Eolie Island)
ZIQ,Harbour (Eolie Island)
ZIV,ScotRail
ZIY,Lianhuashan Port
ZJB,Kuantan Port
ZJE,Harbour (Eolie Island)
ZJG,Jenpeg
ZJJ,Harbour
ZJK,Off Line Point
ZJN,Swan River
ZJR,Penang Port
ZJT,Tanjung Pelepas Port
ZJX,Harbour (Eolie Island)
ZJY,Harbour
ZKB,Kasaba Bay
ZKE,Kaschechewan
ZKG,Kegaska
ZKL,Steenkool
ZKM,Sette Cama
ZKP,Kasompe
ZLG,El Gouera
ZLO,Manzanillo
ZLT,La Tabatiere
ZLW,Pasir Gudang Port
ZLX,British Rail Terminal
ZMD,Sena Madureira
ZME,Metropark Rail
ZMF,Beverello Harbor
ZMH,108 Mile Ranch
ZMJ,Mergellina Harbour
ZMK,Bintulu Port
ZML,Milwaukee General Mitchell
ZMM,Zamora
ZMT,Masset
ZMY,Harbour
ZNA,Harbour
ZNC,Nyac
ZND,Zinder
ZNE,Newman
ZNG,Negginan
ZNU,Namu
ZNZ,Kisauni
ZOF,Ocean Falls
ZOS,Canal Balo
ZPB,Sachigo Lake
ZPC,Pucon
ZPH,Zephyrhills
ZPO,Pine House
ZQN,Queenstown
ZQS,Queen Charlotte Is
ZRD,Richmond VA Rail
ZRF,Park &amp; Ride Bus Svc
ZRH,Zürich-Kloten
ZRI,Serui
ZRJ,Round Lake
ZRK,VanGalder Bus Termina
ZRL,Lancaster PA Rail
ZRM,Sarmi
ZRP,Pennsylvania Railroad Station
ZRR,Harbour
ZRS,Flexenpass Heliport
ZRT,Hartford CT Rail
ZRU,Boston RT128 Rail
ZRV,Providence Rail
ZRZ,New Carrolton RR
ZSA,San Salvador
ZSE,St Pierre dela Reunion
ZSF,Springfield MA RR
ZSJ,Sandy Lake
ZSP,St Paul
ZSS,Sassandra
ZST,Stewart
ZSW,Seal Cove
ZTA,Tureira
ZTB,Tete-a-La Baleine
ZTD,Schenectady Rail
ZTE,Rochester NY Rail
ZTF,Stamford Rail STN
ZTH,Zakinthos International Airport
ZTI,Humen Port
ZTJ,Princeton JT Rail
ZTM,Shamattawa
ZTN,Trenton Rail STN
ZTO,Boston South Rail
ZTR,Zhitomir Airport
ZTS,Tahsis
ZTY,Boston BKBAY Rail
ZUA,Utica NNY Rail
ZUC,Ignace
ZUD,Ancud
ZUE,Zuenoula
ZUG,Harrisburg Rail
ZUH,Zhuhai Airport
ZUL,Zilfi
ZUM,Churchill Falls
ZVA,Miandrivazo
ZVE,New Haven Rail
ZVG,Springvale
ZVK,Savannakhet
ZWA,Andapa
ZWB,Williamsburg Rail
ZWI,Wilmington Rail
ZWL,Wollaston Lake
ZWR,Kota Kinabalu Port
ZWW,Newport News Rail
ZXP,ScotRail
ZYB,SNCB Rail Network
ZYD,Lisbon TP
ZYF,Faro TP
ZYH,Holland Spoor Rail Station
ZYI,Zunyi
ZYK,Shekou Port
ZYL,Osmani International
ZYQ,Syracuse NY Rail
ZZU,Mzuzu
ZZV,Zanesville
